benchmark,raw_file,active_set_capacity,sim_instructions,scheduler,intermediate_capacity,min_layer_distance,compile_mem_accesses,compile_prefetch_coverage,baseline_ipc,baseline_mem_phys_qubits,ipc,mem_phys_qubits,sim_miss_rate_pct,prefetch_ready_on_load_pct
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,eif_baseline,0,0,766704,,0.669,0,0.08,88084,,
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,0,766778,0.97,0.669,0,0.079,98024,,24.373233429780402
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,25,766834,0.829,0.669,0,0.101,98024,,35.10190752444436
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,50,766682,0.584,0.669,0,0.158,98024,,89.73598338771878
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,75,766756,0.447,0.669,0,0.132,98024,,96.27387866489399
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,100,766810,0.362,0.669,0,0.115,98024,,98.30968910353154
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,125,766783,0.301,0.669,0,0.105,98024,,98.45162631196092
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,150,766815,0.266,0.669,0,0.099,98024,,98.28371900337338
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,175,766706,0.242,0.669,0,0.097,98024,,98.79895561357702
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,200,766718,0.227,0.669,0,0.095,98024,,99.23706478013594
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,225,766884,0.218,0.669,0,0.094,98024,,99.45910861099091
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,250,766769,0.21,0.669,0,0.093,98024,,99.47321561062472
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,275,766678,0.206,0.669,0,0.093,98024,,99.38491912825575
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,4,300,766719,0.201,0.669,0,0.092,98024,,99.36280985313545
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,0,766676,0.992,0.669,0,0.091,101544,,37.79083085179489
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,25,766704,0.979,0.669,0,0.092,101544,,37.72502603607029
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,50,766791,0.911,0.669,0,0.107,101544,,44.05535009643799
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,75,766759,0.802,0.669,0,0.157,101544,,69.18813302496211
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,100,766921,0.683,0.669,0,0.186,101544,,91.89012579056687
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,125,766836,0.588,0.669,0,0.157,101544,,98.29386437029063
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,150,766924,0.526,0.669,0,0.137,101544,,98.68630215050538
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,175,766761,0.484,0.669,0,0.127,101544,,98.78408495018354
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,200,766807,0.456,0.669,0,0.121,101544,,99.1220186657449
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,225,766774,0.438,0.669,0,0.119,101544,,99.33713139130747
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,250,766888,0.425,0.669,0,0.117,101544,,99.4052676295667
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,275,766786,0.414,0.669,0,0.115,101544,,99.4243950467679
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,8,300,766878,0.404,0.669,0,0.113,101544,,99.45270348950045
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,0,766739,0.999,0.669,0,0.165,108584,,74.57668040175122
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,25,766837,0.997,0.669,0,0.166,108584,,74.67909436883184
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,50,766887,0.995,0.669,0,0.167,108584,,74.84336649011756
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,75,766737,0.99,0.669,0,0.169,108584,,75.23159038920164
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,100,766691,0.976,0.669,0,0.18,108584,,77.38263644438597
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,125,766802,0.948,0.669,0,0.201,108584,,81.54381695900504
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,150,766951,0.909,0.669,0,0.259,108584,,91.30877729180938
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,175,766796,0.875,0.669,0,0.286,108584,,96.91586569151362
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,200,766633,0.846,0.669,0,0.272,108584,,98.8290221770398
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,225,766686,0.825,0.669,0,0.259,108584,,99.5110495110495
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,250,766780,0.807,0.669,0,0.247,108584,,99.63713394660965
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,275,766755,0.793,0.669,0,0.235,108584,,99.67460523426426
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,16,300,766750,0.779,0.669,0,0.228,108584,,99.70591814383646
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,0,766991,1.0,0.669,0,0.525,81256,,96.87539234149403
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,25,766729,1.0,0.669,0,0.525,81256,,96.85651061692745
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,50,766852,1.0,0.669,0,0.53,81256,,96.9676983715708
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,75,766802,1.0,0.669,0,0.527,81256,,96.88157853394917
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,100,766861,0.999,0.669,0,0.529,81256,,96.95018531314781
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,125,766952,0.999,0.669,0,0.527,81256,,96.95912498232049
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,150,766781,0.998,0.669,0,0.53,81256,,97.15067459194263
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,175,766778,0.996,0.669,0,0.535,81256,,97.40789763953232
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,200,766752,0.992,0.669,0,0.546,81256,,98.05241073549205
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,225,766851,0.987,0.669,0,0.554,81256,,98.68867068765218
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,250,766814,0.981,0.669,0,0.547,81256,,99.17306367089216
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,275,766881,0.973,0.669,0,0.531,81256,,99.51326002587322
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,24,300,766863,0.966,0.669,0,0.518,81256,,99.6986774382696
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,0,766913,1.0,0.669,0,0.625,88296,,99.69271564498519
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,25,766760,1.0,0.669,0,0.625,88296,,99.67565881802588
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,50,766787,1.0,0.669,0,0.628,88296,,99.75982907315856
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,75,766726,1.0,0.669,0,0.624,88296,,99.69274440077359
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,100,766739,1.0,0.669,0,0.625,88296,,99.67391134757305
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,125,766773,1.0,0.669,0,0.625,88296,,99.67842647517952
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,150,766760,1.0,0.669,0,0.628,88296,,99.74719101123596
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,175,766800,1.0,0.669,0,0.625,88296,,99.68166284349984
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,200,766808,1.0,0.669,0,0.628,88296,,99.73928248040716
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,225,766839,1.0,0.669,0,0.625,88296,,99.71284996410624
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,250,766703,1.0,0.669,0,0.627,88296,,99.76432027469954
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,275,766660,0.999,0.669,0,0.628,88296,,99.77664625765338
cr2,BQ_e_cr2_120_d100_t1M_T5M.xz,4,1000000,singlepass_eif,32,300,766761,0.999,0.669,0,0.626,88296,,99.77965651419731
h60,e_h60_121_td_1000by40.bin,4,1000000,eif_baseline,0,0,523122,,0.746,0,0.118,88084,,
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,0,523133,0.969,0.746,0,0.111,98024,,28.553781191743592
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,25,523063,0.797,0.746,0,0.152,98024,,43.49986497434512
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,50,523084,0.55,0.746,0,0.212,98024,,91.26393335133258
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,75,523056,0.418,0.746,0,0.178,98024,,97.263910158244
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,100,523178,0.339,0.746,0,0.16,98024,,98.04166146937757
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,125,523034,0.285,0.746,0,0.149,98024,,98.2387768867571
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,150,523090,0.251,0.746,0,0.143,98024,,98.58582437124227
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,175,523008,0.229,0.746,0,0.139,98024,,98.70822802583544
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,200,523064,0.213,0.746,0,0.137,98024,,98.92395982783357
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,225,523144,0.203,0.746,0,0.136,98024,,99.16002126528443
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,250,523150,0.195,0.746,0,0.135,98024,,99.27857935627081
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,275,522989,0.189,0.746,0,0.134,98024,,99.36587022987204
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,4,300,523045,0.184,0.746,0,0.133,98024,,99.45570353213665
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,0,523102,0.991,0.746,0,0.128,101544,,41.55025180643749
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,25,523088,0.979,0.746,0,0.132,101544,,41.96821027394219
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,50,523021,0.882,0.746,0,0.164,101544,,52.34441811029394
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,75,523186,0.76,0.746,0,0.232,101544,,77.62942932792518
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,100,523137,0.647,0.746,0,0.242,101544,,94.59557850145619
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,125,523187,0.557,0.746,0,0.209,101544,,98.32592706098683
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,150,523180,0.498,0.746,0,0.185,101544,,98.29251466022767
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,175,523139,0.456,0.746,0,0.174,101544,,98.45433919455473
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,200,523041,0.428,0.746,0,0.167,101544,,98.75478927203065
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,225,523043,0.407,0.746,0,0.163,101544,,99.08780539848502
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,250,523117,0.392,0.746,0,0.161,101544,,99.21133906904919
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,275,523042,0.38,0.746,0,0.159,101544,,99.41335740072202
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,8,300,523152,0.368,0.746,0,0.157,101544,,99.38264414676762
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,0,523097,0.999,0.746,0,0.227,108584,,75.8897470846585
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,25,523142,0.997,0.746,0,0.229,108584,,76.32183908045977
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,50,523010,0.995,0.746,0,0.232,108584,,76.75111449385669
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,75,523059,0.987,0.746,0,0.238,108584,,77.4272695408342
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,100,523124,0.961,0.746,0,0.26,108584,,80.6490060268058
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,125,523093,0.923,0.746,0,0.295,108584,,85.794510611414
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,150,523218,0.878,0.746,0,0.348,108584,,93.99970441893689
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,175,523137,0.838,0.746,0,0.351,108584,,97.86313784048195
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,200,523061,0.802,0.746,0,0.324,108584,,99.03511123023318
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,225,523155,0.774,0.746,0,0.302,108584,,99.29479704592148
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,250,523140,0.75,0.746,0,0.285,108584,,99.4533016572688
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,275,523161,0.73,0.746,0,0.274,108584,,99.53279266572638
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,16,300,523204,0.712,0.746,0,0.263,108584,,99.5293200623576
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,0,523057,1.0,0.746,0,0.61,81256,,96.58853611762198
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,25,523010,1.0,0.746,0,0.616,81256,,96.80141496366697
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,50,523049,1.0,0.746,0,0.61,81256,,96.67178044830818
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,75,523085,0.999,0.746,0,0.613,81256,,96.80155127959257
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,100,523126,0.999,0.746,0,0.615,81256,,96.84475333646016
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,125,523174,0.998,0.746,0,0.618,81256,,96.91782283884739
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,150,523222,0.995,0.746,0,0.624,81256,,97.24405233516778
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,175,523060,0.99,0.746,0,0.632,81256,,97.89507702251427
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,200,523108,0.982,0.746,0,0.635,81256,,98.59962222366964
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,225,523107,0.972,0.746,0,0.629,81256,,99.153267378858
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,250,523146,0.959,0.746,0,0.612,81256,,99.48237175926954
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,275,523096,0.945,0.746,0,0.58,81256,,99.64150432900433
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,24,300,523143,0.932,0.746,0,0.558,81256,,99.71638991811902
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,0,523125,1.0,0.746,0,0.71,88296,,99.69458525101275
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,25,523006,1.0,0.746,0,0.709,88296,,99.65193030116518
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,50,523172,1.0,0.746,0,0.709,88296,,99.65011238814199
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,75,523207,1.0,0.746,0,0.709,88296,,99.64169864523926
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,100,523097,1.0,0.746,0,0.708,88296,,99.61181935812316
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,125,523051,1.0,0.746,0,0.709,88296,,99.67949398255259
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,150,523104,1.0,0.746,0,0.712,88296,,99.70070048821906
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,175,523104,1.0,0.746,0,0.71,88296,,99.64756586908983
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,200,523137,1.0,0.746,0,0.709,88296,,99.66029002738911
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,225,523000,0.999,0.746,0,0.71,88296,,99.70885753145188
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,250,523211,0.999,0.746,0,0.711,88296,,99.80230432379575
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,275,523036,0.997,0.746,0,0.709,88296,,99.82747603833866
h60,e_h60_121_td_1000by40.bin,4,1000000,singlepass_eif,32,300,523123,0.996,0.746,0,0.706,88296,,99.867637326274
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,eif_baseline,0,0,424817,,0.846,0,0.162,141800,,
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,0,424822,0.971,0.846,0,0.42,151740,,79.29378279818553
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,25,424820,0.936,0.846,0,0.46,151740,,83.16942536387569
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,50,424822,0.876,0.846,0,0.497,151740,,90.91490927709687
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,75,424818,0.852,0.846,0,0.497,151740,,94.14613396158502
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,100,424822,0.804,0.846,0,0.451,151740,,95.4436865976526
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,125,424822,0.747,0.846,0,0.392,151740,,99.08419386447576
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,150,424821,0.718,0.846,0,0.369,151740,,98.81216653035791
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,175,424823,0.662,0.846,0,0.327,151740,,98.59752402389404
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,200,424819,0.649,0.846,0,0.323,151740,,98.37984191449408
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,225,424823,0.656,0.846,0,0.334,151740,,98.69303378464956
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,250,424821,0.607,0.846,0,0.293,151740,,98.6019544583158
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,275,424820,0.594,0.846,0,0.287,151740,,98.87781149159562
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,4,300,424821,0.533,0.846,0,0.256,151740,,98.98812142542894
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,0,424827,1.0,0.846,0,0.805,155260,,99.2784090909091
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,25,424821,1.0,0.846,0,0.809,155260,,99.34315286624204
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,50,424825,0.997,0.846,0,0.812,155260,,99.35979513444302
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,75,424823,0.995,0.846,0,0.812,155260,,99.35970404097894
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,100,424821,0.994,0.846,0,0.817,155260,,99.53623353344524
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,125,424823,0.993,0.846,0,0.812,155260,,99.35094511500797
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,150,424827,0.991,0.846,0,0.813,155260,,99.53312266917186
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,175,424820,0.99,0.846,0,0.811,155260,,99.48182102895538
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,200,424818,0.988,0.846,0,0.813,155260,,99.53855356481613
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,225,424822,0.986,0.846,0,0.808,155260,,99.60909635632152
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,250,424823,0.98,0.846,0,0.797,155260,,99.56821366274913
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,275,424822,0.977,0.846,0,0.784,155260,,99.47218955279538
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,8,300,424821,0.968,0.846,0,0.78,155260,,99.57758620689656
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,0,424822,1.0,0.846,0,0.816,136380,,99.815377623768
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,25,424820,1.0,0.846,0,0.816,136380,,99.84377662898369
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,50,424823,1.0,0.846,0,0.818,136380,,99.80666988883519
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,75,424822,1.0,0.846,0,0.821,136380,,99.88626347067019
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,100,424823,1.0,0.846,0,0.823,136380,,99.92036857971674
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,125,424826,0.999,0.846,0,0.824,136380,,99.95733667055377
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,150,424823,0.999,0.846,0,0.824,136380,,99.95734516294148
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,175,424825,0.999,0.846,0,0.822,136380,,99.900426742532
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,200,424821,0.998,0.846,0,0.822,136380,,99.90893568582811
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,225,424823,0.998,0.846,0,0.822,136380,,99.92884993027293
ethylene_oxide,BQ_v_c2h4o_ethylene_oxide_240_d100_t1M_T15M.xz,4,1000000,singlepass_eif,16,250,424822,0.998,0.846,0,0.822,136380,,99.90038706739526
